UWI,FECHA,ACEITE,GAS,AGUA
TF267,01/03/1976,660252,483920,0
AB494,01/03/1976,406960,265200,0
CC636,01/03/1976,735132,606060,0
YP570,01/03/1976,184128,143640,0
DS652,01/03/1976,696418,479640,0
TF335,01/03/1976,53200,44690,0
BR819,01/03/1976,460168,484330,0
AB257,01/03/1976,693263,526080,0
CC782,01/03/1976,309095,192000,0
RK345,01/03/1976,413798,427140,0
BR312,01/03/1976,298803,216000,0
DS698,01/04/1976,251596,202400,0
DS698,01/04/1976,329513,231400,0
TF359,01/04/1976,553547,549450,0
YP676,01/04/1976,327828,292100,0
AB257,01/04/1976,449536,284690,0
AB742,01/04/1976,763159,613800,0
DS241,01/04/1976,373193,365750,0
TF695,01/04/1976,432675,435310,0
TF740,01/04/1976,452923,291200,0
TF695,01/04/1976,415834,287640,0
CC636,01/04/1976,715591,627600,0
TF335,01/04/1976,410597,513880,0
TF267,01/04/1976,680046,465930,0
ON397,01/04/1976,512862,460980,0
TR758,01/04/1976,406564,320100,0
BR710,01/04/1976,436113,347760,0
CC782,01/04/1976,288604,246100,0
YP570,01/04/1976,168322,107070,0
BR704,01/04/1976,49716,35520,0
TF740,01/04/1976,464585,442890,0
CC504,01/04/1976,126126,89880,0
ON394,01/04/1976,383605,359640,0
CC482,01/04/1976,193158,166000,0
CC782,01/04/1976,609035,396050,0
BR819,01/04/1976,522985,328520,0
YP181,01/04/1976,149272,93790,0
TF267,01/04/1976,220863,212100,0
AB494,01/04/1976,510229,608300,0
RK403,01/04/1976,170320,168000,0
BR312,01/04/1976,201824,232170,0
RK345,01/04/1976,540496,456000,0
DS652,01/04/1976,496200,581910,0
TR791,01/04/1976,258580,248460,0
CC482,01/05/1976,254167,250700,0
DS698,01/05/1976,307943,281200,0
CC636,01/05/1976,549551,476440,0
TF335,01/05/1976,430978,354240,0
ON394,01/05/1976,469554,347900,0
AB257,01/05/1976,544837,654900,0
BR819,01/05/1976,544919,341960,0
TF695,01/05/1976,350501,289800,0
ON397,01/05/1976,49891,44720,0
DS698,01/05/1976,259151,172660,0
TR791,01/05/1976,208942,191400,0
TF740,01/05/1976,493742,440040,0
DS652,01/05/1976,522191,436590,0
TF740,01/05/1976,584531,486180,0
AB742,01/05/1976,386219,390600,0
CC504,01/05/1976,98880,92000,0
BR710,01/05/1976,511905,409450,0
DS241,01/05/1976,148038,105450,0
YP676,01/05/1976,340580,263760,0
CC782,01/05/1976,432696,491400,0
YP570,01/05/1976,348021,281220,0
TF695,01/05/1976,302900,223200,0
AB494,01/05/1976,746217,466650,0
CC782,01/05/1976,332390,232400,0
TR758,01/05/1976,453968,477600,0
TF267,01/05/1976,365978,338990,0
TF267,01/05/1976,627052,493920,0
TF359,01/05/1976,627944,520200,0
YP181,01/05/1976,221937,242550,0
RK345,01/05/1976,587244,515100,0
ON369,01/05/1976,78557,74820,0
BR312,01/05/1976,183281,175200,0
RK403,01/05/1976,383128,324300,0
TF740,01/06/1976,295316,294980,0
CC636,01/06/1976,566524,453900,0
TR791,01/06/1976,208644,197640,0
DS698,01/06/1976,533589,475730,0
TF359,01/06/1976,497026,325600,0
TF267,01/06/1976,314896,288000,0
RK403,01/06/1976,292439,361530,0
TF267,01/06/1976,471040,505440,0
YP676,01/06/1976,297976,265550,0
RK345,01/06/1976,413071,403520,0
DS652,01/06/1976,521875,468060,0
DS698,01/06/1976,339914,331360,0
ON394,01/06/1976,268309,264000,0
CC782,01/06/1976,500015,391980,0
TF695,01/06/1976,420951,396720,0
CC482,01/06/1976,229291,166460,0
YP570,01/06/1976,193972,202000,0
ON397,01/06/1976,529678,407640,0
TF335,01/06/1976,526637,383040,0
CC782,01/06/1976,229779,196710,0
TR758,01/06/1976,443496,334400,0
AB494,01/06/1976,482657,554600,0
AB257,01/06/1976,455471,378510,0
BR710,01/06/1976,370774,324900,0
TF695,01/06/1976,317563,202520,0
ON369,01/06/1976,180449,137950,0
BR819,01/06/1976,409982,289710,0
YP181,01/06/1976,199546,228960,0
DS241,01/06/1976,532988,386100,0
AB742,01/06/1976,633467,466200,0
TF740,01/06/1976,484974,413100,0
ON394,01/07/1976,419922,335580,0
RK403,01/07/1976,337641,301670,0
TF267,01/07/1976,298171,251910,0
AB257,01/07/1976,336445,328830,0
TF740,01/07/1976,447647,302940,0
ON369,01/07/1976,138814,113520,0
DS652,01/07/1976,292485,229270,0
YP570,01/07/1976,83647,85470,0
TF267,01/07/1976,637925,458640,0
DS241,01/07/1976,578820,418300,0
TR758,01/07/1976,511914,471450,0
TF335,01/07/1976,504543,352470,0
DS698,01/07/1976,425067,314940,0
TR791,01/07/1976,297544,277240,0
AB742,01/07/1976,622553,545570,0
RK345,01/07/1976,485825,335380,0
YP181,01/07/1976,372366,385350,0
AB494,01/07/1976,635445,450120,0
BR710,01/07/1976,303583,220920,0
CC782,01/07/1976,250192,174150,0
TF740,01/07/1976,321887,322490,0
ON397,01/07/1976,603311,366120,0
TF695,01/07/1976,486589,328000,0
BR819,01/07/1976,363134,311850,0
YP676,01/07/1976,277821,288860,0
TF695,01/07/1976,365208,240550,0
CC782,01/07/1976,566124,387150,0
CC636,01/07/1976,520007,533520,0
CC482,01/07/1976,358221,396900,0
TF359,01/07/1976,466193,507370,0
BR312,01/07/1976,34355,42920,0
DS698,01/07/1976,503639,433440,0
BR710,01/08/1976,385488,407100,0
TF740,01/08/1976,364871,257530,0
DS652,01/08/1976,680567,685560,0
RK345,01/08/1976,148877,140760,0
YP570,01/08/1976,266783,236220,0
TF335,01/08/1976,495768,371250,0
AB257,01/08/1976,405602,303180,0
YP676,01/08/1976,460202,369570,0
ON394,01/08/1976,426758,437340,0
TF267,01/08/1976,345113,330000,0
TF695,01/08/1976,254317,302080,0
TR758,01/08/1976,404248,341820,0
TF359,01/08/1976,103800,115560,0
TR791,01/08/1976,241311,162680,0
TF695,01/08/1976,479568,394160,0
ON397,01/08/1976,599102,427680,0
CC782,01/08/1976,260063,295000,0
RK403,01/08/1976,251625,267240,0
BR819,01/08/1976,358086,334020,0
CC482,01/08/1976,471101,359200,0
DS698,01/08/1976,197409,179220,0
ON369,01/08/1976,184456,165760,0
AB742,01/08/1976,572406,607360,0
AB494,01/08/1976,684116,576730,0
TF740,01/08/1976,265695,197400,0
DS698,01/08/1976,162662,157440,0
YP181,01/08/1976,439303,413600,0
CC636,01/08/1976,263478,202910,0
CC782,01/08/1976,357229,347990,0
DS241,01/08/1976,586876,448560,0
TF267,01/08/1976,426441,468000,0
BR312,01/08/1976,188024,168000,0
ON397,01/08/1976,126957,106820,0
BR312,01/09/1976,283175,207580,0
TF359,01/09/1976,114913,98040,0
TF695,01/09/1976,349011,328860,0
DS698,01/09/1976,211984,227910,0
ON369,01/09/1976,89499,82560,0
TR758,01/09/1976,365358,280500,0
DS241,01/09/1976,598248,534240,0
ON397,01/09/1976,401835,348480,0
TF267,01/09/1976,476397,547520,0
TF359,01/09/1976,558645,418880,0
CC636,01/09/1976,197660,167440,0
CC482,01/09/1976,321669,238620,0
YP570,01/09/1976,484151,438440,0
TF335,01/09/1976,256089,251940,0
BR819,01/09/1976,515785,348530,0
AB257,01/09/1976,386251,292740,0
AB742,01/09/1976,856723,632260,0
TF695,01/09/1976,336289,254540,0
DS698,01/09/1976,132725,123420,0
YP676,01/09/1976,494077,419190,0
RK403,01/09/1976,238707,247860,0
TR791,01/09/1976,113604,85850,0
ON397,01/09/1976,261836,174400,0
BR710,01/09/1976,318672,276450,0
RK345,01/09/1976,422467,445760,0
CC782,01/09/1976,406927,374100,0
CC782,01/09/1976,247295,247520,0
AB494,01/09/1976,518720,457800,0
YP181,01/09/1976,408746,381900,0
ON394,01/09/1976,464491,331200,0
TF267,01/09/1976,310304,299980,0
DS652,01/09/1976,634803,446310,0
RK403,01/10/1976,264754,246170,0
BR312,01/10/1976,292321,258000,0
ON397,01/10/1976,512953,499500,0
DS652,01/10/1976,706585,551250,0
TR791,01/10/1976,234409,236470,0
TF335,01/10/1976,414587,388850,0
TF267,01/10/1976,554264,432900,0
CC782,01/10/1976,456450,486850,0
TF143,01/10/1976,51952,56560,0
BR710,01/10/1976,2322,1120,0
DS241,01/10/1976,345681,266640,0
BR819,01/10/1976,373579,288000,0
TF359,01/10/1976,322505,223250,0
BR710,01/10/1976,542880,396000,0
AB742,01/10/1976,377292,363120,0
TR758,01/10/1976,455810,411040,0
ON394,01/10/1976,371646,396630,0
AB257,01/10/1976,390346,315400,0
RK153,01/10/1976,47942,53000,0
YP181,01/10/1976,529659,383800,0
ON369,01/10/1976,124374,99000,0
AB494,01/10/1976,512766,409840,0
YP676,01/10/1976,588941,450300,0
CC636,01/10/1976,36181,41040,0
TF695,01/10/1976,372543,378230,0
TF695,01/10/1976,275978,228650,0
TF740,01/10/1976,337868,349280,0
YP570,01/10/1976,324522,284400,0
DS698,01/10/1976,141707,97110,0
ON397,01/10/1976,252732,277200,0
CC482,01/10/1976,432538,362700,0
RK345,01/10/1976,428447,450080,0
DS698,01/10/1976,220164,186300,0
TF740,01/10/1976,44914,39960,0
TF267,01/10/1976,284520,210820,0
TF359,01/10/1976,510883,457000,0
CC782,01/10/1976,290053,280130,0
BR710,01/11/1976,532023,331290,0
TF267,01/11/1976,253686,254880,0
CC782,01/11/1976,282797,259700,0
TR758,01/11/1976,383885,395280,0
TF335,01/11/1976,81784,92400,0
YP181,01/11/1976,255061,317420,0
RK403,01/11/1976,314276,265550,0
CC482,01/11/1976,401849,452520,0
ON397,01/11/1976,297929,300000,0
YP570,01/11/1976,245216,290360,0
TF267,01/11/1976,572146,501120,0
TF740,01/11/1976,405328,268920,0
TF359,01/11/1976,310766,310800,0
CC782,01/11/1976,411643,404200,0
CC636,01/11/1976,285933,224400,0
DS698,01/11/1976,226856,237540,0
TF359,01/11/1976,481789,429390,0
DS241,01/11/1976,462236,404950,0
BR312,01/11/1976,189090,173880,0
DS652,01/11/1976,646648,495670,0
DS698,01/11/1976,208345,164160,0
RK153,01/11/1976,646733,483720,0
RK345,01/11/1976,343111,396480,0
TF740,01/11/1976,353557,452790,0
TF695,01/11/1976,474249,401500,0
ON397,01/11/1976,414783,367500,0
TR791,01/11/1976,250112,268940,0
ON394,01/11/1976,421054,289520,0
BR819,01/11/1976,367782,336140,0
ON369,01/11/1976,149234,113460,0
TF695,01/11/1976,369676,321320,0
AB742,01/11/1976,258449,195300,0
AB494,01/11/1976,53343,33150,0
YP676,01/11/1976,566490,428640,0
AB257,01/11/1976,202512,170000,0
TF267,01/12/1976,539336,468440,0
AB494,01/12/1976,570880,541260,0
CC782,01/12/1976,218686,237620,0
TF740,01/12/1976,421693,301750,0
TF267,01/12/1976,204313,188940,0
DS698,01/12/1976,270122,210940,0
BR710,01/12/1976,455205,474120,0
CC482,01/12/1976,608708,533360,0
RK153,01/12/1976,515581,441900,0
RK403,01/12/1976,125436,92920,0
ON369,01/12/1976,124238,81000,0
TF359,01/12/1976,316189,401360,0
YP181,01/12/1976,432623,510120,0
AB742,01/12/1976,558210,478060,0
BR710,01/12/1976,124206,79120,0
ON394,01/12/1976,434446,273000,0
RK345,01/12/1976,471170,398720,0
TF335,01/12/1976,332310,290140,0
TF740,01/12/1976,398445,437090,0
BR819,01/12/1976,266435,170520,0
YP676,01/12/1976,118672,109180,0
CC636,01/12/1976,170637,146200,0
TR758,01/12/1976,430450,439570,0
DS652,01/12/1976,476434,402400,0
TF359,01/12/1976,540000,529360,0
TF695,01/12/1976,231130,202030,0
YP570,01/12/1976,199427,222560,0
ON397,01/12/1976,488933,571200,0
ON397,01/12/1976,408206,387440,0
TR791,01/12/1976,259466,233100,0
TF695,01/12/1976,182340,193320,0
DS241,01/12/1976,581695,407550,0
DS698,01/12/1976,141872,115320,0
CC782,01/12/1976,576418,478440,0
YP570,01/01/1977,231947,174000,0
DS241,01/01/1977,487316,562800,0
RK153,01/01/1977,270117,342000,0
AB742,01/01/1977,606609,666640,0
RK345,01/01/1977,511380,414120,0
CC782,01/01/1977,324124,299700,0
DS698,01/01/1977,173108,176040,0
CC782,01/01/1977,532590,360340,0
ON397,01/01/1977,564199,535800,0
TR758,01/01/1977,394809,364720,0
YP181,01/01/1977,492859,393390,0
TF359,01/01/1977,347691,300900,0
TR791,01/01/1977,50075,41160,0
BR819,01/01/1977,462064,348650,0
TF740,01/01/1977,438119,362790,0
TF267,01/01/1977,426376,366520,0
ON394,01/01/1977,293046,256280,0
ON397,01/01/1977,366436,334650,0
TF695,01/01/1977,420305,405990,0
TF359,01/01/1977,622432,487760,0
DS698,01/01/1977,113326,117700,0
TF267,01/01/1977,361070,225960,0
BR710,01/01/1977,529936,487340,0
TF695,01/01/1977,123741,119600,0
CC482,01/01/1977,405422,301750,0
TF740,01/01/1977,197767,141050,0
YP676,01/01/1977,579912,537880,0
CC636,01/01/1977,166514,111250,0
RK403,01/01/1977,186553,171760,0
AB257,01/01/1977,93043,86400,0
DS652,01/01/1977,626684,454280,0
BR710,01/01/1977,165346,143100,0
ON369,01/01/1977,106570,100940,0
AB494,01/01/1977,588837,556700,0
TF335,01/01/1977,368623,261800,0
RK153,01/02/1977,69101,55370,0
DS698,01/02/1977,120681,105840,0
ON397,01/02/1977,53275,58300,0
TR758,01/02/1977,37827,30380,0
BR312,01/02/1977,12532,10400,0
CC636,01/02/1977,207184,186850,0
TF740,01/02/1977,125643,129470,0
YP676,01/02/1977,330301,282940,0
AB257,01/02/1977,6512,4950,0
ON394,01/02/1977,135332,140980,0
BR710,01/02/1977,491401,406350,0
TF695,01/02/1977,252351,181280,0
RK345,01/02/1977,555675,526500,0
ON369,01/02/1977,130266,122850,0
TF359,01/02/1977,121065,95880,0
TF359,01/02/1977,491796,502680,0
CC482,01/02/1977,542303,462150,0
BR819,01/02/1977,447847,341440,0
CC782,01/02/1977,363318,349770,0
TF267,01/02/1977,237622,207760,0
YP570,01/02/1977,283733,228800,0
CC782,01/02/1977,333390,290950,0
RK403,01/02/1977,188924,190080,0
TF740,01/02/1977,469064,356040,0
ON397,01/02/1977,536744,485900,0
DS698,01/02/1977,254776,225400,0
TF335,01/02/1977,450025,428040,0
BR710,01/02/1977,213704,225810,0
YP181,01/02/1977,502146,401580,0
TF267,01/02/1977,505548,338840,0
DS241,01/02/1977,531913,412660,0
AB494,01/02/1977,540027,359200,0
AB742,01/02/1977,521238,501410,0
DS652,01/02/1977,618264,602550,0
TF695,01/02/1977,330842,366450,0
DS698,01/03/1977,118979,92660,0
TF267,01/03/1977,437932,516660,0
AB742,01/03/1977,627140,530400,0
DS698,01/03/1977,339208,248900,0
BR710,01/03/1977,458800,362950,0
YP181,01/03/1977,446679,462800,0
TF359,01/03/1977,204014,142400,0
ON369,01/03/1977,130128,136890,0
ON397,01/03/1977,168603,170500,0
TR791,01/03/1977,79154,67200,0
TF695,01/03/1977,205599,135020,0
AB494,01/03/1977,634109,622600,0
CC782,01/03/1977,152698,124500,0
RK403,01/03/1977,204240,199680,0
RK345,01/03/1977,482500,506000,0
DS241,01/03/1977,418703,328060,0
CC636,01/03/1977,226167,161920,0
BR819,01/03/1977,489418,392700,0
CC482,01/03/1977,457652,499500,0
RK153,01/03/1977,511232,600780,0
BR710,01/03/1977,121331,98440,0
TF267,01/03/1977,227522,162840,0
ON397,01/03/1977,386445,334960,0
TF695,01/03/1977,401234,404920,0
YP676,01/03/1977,530213,441350,0
TF740,01/03/1977,240868,188000,0
TF359,01/03/1977,669116,507150,0
ON394,01/03/1977,172947,148120,0
CC782,01/03/1977,492477,466900,0
DS652,01/03/1977,765168,599550,0
TR758,01/03/1977,453276,466260,0
TF740,01/03/1977,466983,404560,0
YP570,01/03/1977,297887,228760,0
TF335,01/03/1977,376443,370540,0
TF267,01/04/1977,367393,242360,0
TF740,01/04/1977,81482,61200,0
RK153,01/04/1977,497062,439410,0
AB494,01/04/1977,713665,494840,0
YP570,01/04/1977,287758,282000,0
ON397,01/04/1977,372046,273540,0
CC482,01/04/1977,563545,384480,0
BR710,01/04/1977,246535,181440,0
BR710,01/04/1977,480156,350350,0
YP181,01/04/1977,501527,505020,0
TF695,01/04/1977,86558,83520,0
TF359,01/04/1977,155076,142880,0
BR819,01/04/1977,365669,393760,0
ON394,01/04/1977,387446,292410,0
CC782,01/04/1977,378366,320400,0
YP676,01/04/1977,577138,357000,0
DS652,01/04/1977,556058,583680,0
DS698,01/04/1977,77031,61560,0
CC782,01/04/1977,4120,3210,0
TF359,01/04/1977,560921,344250,0
TF335,01/04/1977,262421,249290,0
ON397,01/04/1977,89439,86700,0
TR758,01/04/1977,545682,443080,0
CC636,01/04/1977,232941,198990,0
ON369,01/04/1977,93132,90160,0
TF267,01/04/1977,81934,80730,0
DS241,01/04/1977,458229,427280,0
RK403,01/04/1977,246948,239200,0
TF695,01/04/1977,345656,370600,0
AB742,01/04/1977,754071,498960,0
TF740,01/04/1977,381825,390920,0
TR791,01/04/1977,267620,235320,0
RK345,01/04/1977,459613,380190,0
DS698,01/04/1977,219067,203820,0
TF267,01/05/1977,206876,186200,0
ON397,01/05/1977,176692,140000,0
TF335,01/05/1977,526804,346860,0
DS652,01/05/1977,567913,642850,0
CC782,01/05/1977,392037,266640,0
ON369,01/05/1977,177080,122200,0
CC782,01/05/1977,160611,110000,0
BR710,01/05/1977,166544,149400,0
TF359,01/05/1977,132090,138320,0
TR758,01/05/1977,513337,524160,0
ON394,01/05/1977,284643,215340,0
AB494,01/05/1977,671758,598950,0
YP570,01/05/1977,53460,59500,0
RK403,01/05/1977,408677,285360,0
TF695,01/05/1977,436502,339150,0
CC482,01/05/1977,534347,457900,0
ON397,01/05/1977,340952,284000,0
TF359,01/05/1977,471061,536280,0
TF695,01/05/1977,158474,131970,0
YP181,01/05/1977,649124,445200,0
TR791,01/05/1977,293388,195980,0
DS241,01/05/1977,491693,543950,0
RK153,01/05/1977,594986,488400,0
TF740,01/05/1977,318467,272340,0
DS698,01/05/1977,280602,343520,0
BR710,01/05/1977,458234,340340,0
TF267,01/05/1977,359592,376200,0
CC636,01/05/1977,329163,292320,0
YP676,01/05/1977,370411,415360,0
AB742,01/05/1977,882217,667680,0
BR819,01/05/1977,313106,329940,0
TF740,01/05/1977,241208,194400,0
RK345,01/05/1977,447308,394320,0
DS698,01/05/1977,165229,162750,0
TF359,01/06/1977,66977,67450,0
TF740,01/06/1977,385793,285120,0
TF335,01/06/1977,407610,346860,0
AB494,01/06/1977,737573,490680,0
ON369,01/06/1977,159045,118110,0
DS698,01/06/1977,279119,241380,0
TF740,01/06/1977,170947,130380,0
BR710,01/06/1977,117252,80510,0
BR710,01/06/1977,557308,374100,0
TF695,01/06/1977,358220,386100,0
YP676,01/06/1977,82443,85840,0
TR791,01/06/1977,299345,233000,0
DS652,01/06/1977,527007,568140,0
ON397,01/06/1977,168933,115200,0
DS241,01/06/1977,515409,532000,0
TF267,01/06/1977,340358,313920,0
CC782,01/06/1977,322806,341550,0
CC782,01/06/1977,19174,16200,0
ON397,01/06/1977,387993,249000,0
TR758,01/06/1977,658603,489250,0
AB742,01/06/1977,887807,749360,0
DS698,01/06/1977,97991,77080,0
CC482,01/06/1977,507843,435240,0
RK153,01/06/1977,513942,311600,0
CC636,01/06/1977,543113,450240,0
BR819,01/06/1977,357410,343400,0
YP181,01/06/1977,625010,485680,0
TF695,01/06/1977,133799,129710,0
TF267,01/06/1977,55004,64900,0
ON394,01/06/1977,451213,422940,0
TF359,01/06/1977,553842,465600,0
RK345,01/06/1977,443141,366760,0
RK403,01/06/1977,480929,315090,0
CC782,01/07/1977,172332,158120,0
TF740,01/07/1977,136096,117160,0
TF695,01/07/1977,389111,268920,0
AB494,01/07/1977,588128,684000,0
YP181,01/07/1977,499469,498180,0
ON397,01/07/1977,356648,328100,0
BR710,01/07/1977,558286,612150,0
TF335,01/07/1977,592571,462690,0
CC782,01/07/1977,443683,338200,0
CC482,01/07/1977,696825,567840,0
TF695,01/07/1977,80903,74820,0
ON369,01/07/1977,120127,91670,0
TR758,01/07/1977,575212,507600,0
TR791,01/07/1977,291679,283220,0
AB742,01/07/1977,643836,747840,0
BR312,01/07/1977,119433,108000,0
RK345,01/07/1977,532159,465430,0
BR819,01/07/1977,407186,300140,0
TF267,01/07/1977,14376,10790,0
DS652,01/07/1977,676974,586560,0
RK403,01/07/1977,396109,379760,0
BR710,01/07/1977,38228,36720,0
DS241,01/07/1977,623006,457900,0
TF359,01/07/1977,178331,140220,0
TF359,01/07/1977,582238,479180,0
YP676,01/07/1977,25966,19920,0
CC636,01/07/1977,485914,544920,0
DS698,01/07/1977,20434,20710,0
RK153,01/07/1977,515764,458780,0
ON394,01/07/1977,591524,451500,0
TF740,01/07/1977,438327,418900,0
ON397,01/07/1977,83748,89440,0
TF267,01/07/1977,392963,323360,0
DS698,01/07/1977,362153,319200,0
RK403,01/08/1977,420127,307280,0
TR791,01/08/1977,209716,181460,0
CC636,01/08/1977,380991,351000,0
YP570,01/08/1977,10169,7700,0
TF267,01/08/1977,331071,393300,0
TF740,01/08/1977,295928,235200,0
ON397,01/08/1977,416559,419150,0
BR710,01/08/1977,278216,180630,0
DS698,01/08/1977,267288,208440,0
CC782,01/08/1977,368565,310580,0
TF740,01/08/1977,16826,13200,0
TF695,01/08/1977,29079,21120,0
TF359,01/08/1977,471588,431520,0
RK345,01/08/1977,524130,483960,0
BR710,01/08/1977,536485,412800,0
BR819,01/08/1977,395665,309260,0
YP181,01/08/1977,430216,364080,0
DS652,01/08/1977,550177,569920,0
DS241,01/08/1977,585793,361620,0
TR758,01/08/1977,612451,555000,0
AB257,01/08/1977,11072,7600,0
CC782,01/08/1977,12911,10660,0
RK153,01/08/1977,440785,433820,0
TF695,01/08/1977,335996,319200,0
CC482,01/08/1977,433175,502680,0
ON394,01/08/1977,391160,489060,0
TF267,01/08/1977,131304,92700,0
AB742,01/08/1977,750584,617890,0
ON397,01/08/1977,265133,181450,0
BR312,01/08/1977,107025,110670,0
ON369,01/08/1977,141436,147060,0
DS698,01/08/1977,310286,320320,0
AB494,01/08/1977,750053,700800,0
TF335,01/08/1977,615080,483840,0
BR312,01/09/1977,96085,76590,0
RK403,01/09/1977,514979,454650,0
TF695,01/09/1977,232842,203000,0
CC782,01/09/1977,84120,62790,0
TR758,01/09/1977,562614,516880,0
RK153,01/09/1977,690,0,0
RK345,01/09/1977,571704,415800,0
ON394,01/09/1977,373361,430800,0
CC782,01/09/1977,390013,387270,0
DS652,01/09/1977,360083,264600,0
CC482,01/09/1977,593399,466290,0
BR710,01/09/1977,325451,277240,0
BR710,01/09/1977,495973,439660,0
ON397,01/09/1977,262399,162400,0
YP181,01/09/1977,593122,460800,0
DS698,01/09/1977,248863,228850,0
AB494,01/09/1977,264916,237510,0
TF335,01/09/1977,590440,498620,0
TF359,01/09/1977,99211,81000,0
AB742,01/09/1977,680697,716900,0
